	diapaused_ICM	mTor_ICM	paused_E14	cluster
mmu-miR-1187	0.0	0.0	-3.28736366236427	5
mmu-miR-142a-5p	-0.394050460476245	-0.17534873483080302	-4.29608936325386	5
mmu-miR-188-5p	0.33594966152452405	-0.42499319648038203	-3.6508103027068297	5
mmu-miR-297b-5p	0.237951504543184	-0.554650137777645	-4.71601823747679	5
mmu-miR-297c-5p	-0.210409549511077	0.0	-4.0529169918662	5
mmu-miR-302a-3p	0.0	0.429932635450301	-5.63856968777658	5
mmu-miR-302a-5p	-0.5342830926335851	-0.118479093798355	-4.57108027091409	5
mmu-miR-302b-3p	-0.6886171161549319	-1.4368532603498798	-5.33476327048955	5
mmu-miR-3473b	1.08543843431729	0.245372225474522	-3.8239590890383197	5
mmu-miR-367-3p	-0.38074890252316707	-0.34588253291626697	-5.988283086996269	5
mmu-miR-376a-3p	0.0623369234541109	0.0	-2.82707667528377	5
mmu-miR-466d-3p	0.478682423295474	0.0537468115483567	-3.09344547922557	5
mmu-miR-466h-3p	0.272373106530082	0.0	-2.46125524386383	5
mmu-miR-466h-5p	0.35881733553083894	0.0	-3.7942453472290896	5
mmu-miR-466l-3p	0.0430425432267837	0.0	-3.8327238028695	5
mmu-miR-466m-3p	1.22411515230843	1.5184359442821003	-5.103937305466321	5
mmu-miR-466o-3p	0.0359841978538698	-0.47581282316925505	-2.93598053888547	5
mmu-miR-467e-3p	1.19967483911912	0.0	-3.9366164083941	5
mmu-miR-669a-3-3p	0.8444891044934221	0.0	-4.0112473619544105	5
mmu-miR-669b-3p	0.993475616461689	0.640723871573875	-3.62039284275136	5
mmu-miR-669c-3p	0.13871690520729002	0.507704116091775	-4.104019055162009	5
mmu-miR-669c-5p	0.46314623379082004	-0.247843014017023	-4.36306962808352	5
mmu-miR-669e-3p	0.227823355213917	0.0	-2.3854004376022	5
mmu-miR-669f-5p	-0.0534017871849483	-0.162071225439168	-3.40650678598697	5
mmu-miR-669h-5p	0.149496402027773	-0.892107332421676	-4.24449855165997	5
mmu-miR-669o-5p	0.27700627161069896	0.0	-3.07385438025379	5
